split,snapshot_time,score_family,top_k,horizon_min,events,sessions,avg_fwd_atr,median_fwd_atr,positive_rate,session_avg_fwd_atr,session_ci_low,session_ci_high
DEV,11:00,FULL_4,3,60,1316,439,0.05087250000473258,-0.10398431995610498,0.46048632218844987,0.051049258718930374,-0.08161632321585202,0.18842135811296137
DEV,11:00,FULL_4,3,120,1316,439,0.06221469825608826,-0.22128949516148871,0.4566869300911854,0.06269124900757098,-0.10221145707298088,0.2474650112890162
DEV,11:00,FULL_4,5,30,2194,439,-0.001379361230821691,-0.06699077086194966,0.4635369188696445,-0.0012144282316178985,-0.07472373228048365,0.06692342901263049
DEV,11:00,FULL_4,5,60,2194,439,0.020037344122845413,-0.11818924175612139,0.4585232452142206,0.020219399165240504,-0.08027287530662663,0.1271797013185466
DEV,11:00,FULL_4,5,120,2194,439,0.01761447549120174,-0.20129272639728918,0.4562443026435734,0.018086093251717207,-0.1360710938765935,0.17517607182012437
DEV,12:00,MOMENTUM_ONLY,1,30,447,447,-0.03639464045174099,-0.08284023668638593,0.4697986577181208,-0.036394640451740984,-0.17432762157888917,0.1043309829768662
DEV,12:00,MOMENTUM_ONLY,1,60,447,447,-0.06690590256916766,-0.12684031710074922,0.4541387024608501,-0.0669059025691676,-0.2880267802611045,0.14361125737663846
DEV,12:00,MOMENTUM_ONLY,1,120,447,447,0.04310184405972264,-0.1209503239740759,0.4720357941834452,0.043101844059722665,-0.24766963947490891,0.29994241108679937
DEV,12:00,MOMENTUM_ONLY,3,30,1344,449,0.03805525049470092,-0.06315725747223726,0.4724702380952381,0.03864441883228497,-0.056622070547822576,0.13466156225249026
DEV,12:00,MOMENTUM_ONLY,3,60,1344,449,0.06373529705472415,-0.05026380904842964,0.4724702380952381,0.06424469768613095,-0.08254455393752941,0.21017925771251555
DEV,12:00,MOMENTUM_ONLY,3,120,1344,449,0.17803758758270175,-0.051177770513796114,0.4880952380952381,0.17763731933583973,9.043130201966803e-05,0.36943840717302734
DEV,12:00,MOMENTUM_ONLY,5,30,2241,449,0.01688571334082035,-0.07061790668349155,0.4676483712628291,0.016623229962048996,-0.06937640761984785,0.09787845269429145
DEV,12:00,MOMENTUM_ONLY,5,60,2241,449,0.02446133672443,-0.06511627906970821,0.47523427041499333,0.02523433992148921,-0.10070037234930444,0.1458949316375409
DEV,12:00,MOMENTUM_ONLY,5,120,2241,449,0.1463643080228572,-0.06511627906978225,0.48326639892904955,0.14812326565398745,-0.01739627727718093,0.30826283569732166
DEV,12:00,MOMENTUM_VOLUME,1,30,439,439,0.05803191378764651,-0.11666666666666667,0.44874715261959,0.05803191378764647,-0.13442264736842624,0.27482445733522637
DEV,12:00,MOMENTUM_VOLUME,1,60,439,439,0.020997699767224088,-0.1946697566627883,0.43507972665148065,0.020997699767224084,-0.20745601467668692,0.27960727662815915
DEV,12:00,MOMENTUM_VOLUME,1,120,439,439,0.07103523596248815,-0.22284644194754036,0.4624145785876993,0.07103523596248812,-0.2144039723407614,0.3858757837964075
DEV,12:00,MOMENTUM_VOLUME,3,30,1317,439,0.056121263595777716,-0.06422018348622556,0.46697038724373574,0.05612126359577769,-0.04767079768944161,0.1676542175053692
DEV,12:00,MOMENTUM_VOLUME,3,60,1317,439,0.0014678935387554444,-0.1818996415771516,0.44570994684889903,0.0014678935387554284,-0.15434490995656236,0.16317017186156363
DEV,12:00,MOMENTUM_VOLUME,3,120,1317,439,0.03474646222447221,-0.12323943661971891,0.4768413059984814,0.034746462224472176,-0.1480898579531055,0.24155213720796662
DEV,12:00,MOMENTUM_VOLUME,5,30,2195,439,0.026721712374476486,-0.0554298642533792,0.4706150341685649,0.02672171237447648,-0.05463450040510329,0.10900716237900973
DEV,12:00,MOMENTUM_VOLUME,5,60,2195,439,0.0037920100529425793,-0.14213197969537938,0.4592255125284738,0.0037920100529425854,-0.11574289658034773,0.13442974372460495
DEV,12:00,MOMENTUM_VOLUME,5,120,2195,439,0.05273610064201605,-0.08333333333332854,0.4815489749430524,0.05273610064201605,-0.12091901819902047,0.23125535232064653
