split,snapshot_time,cohort,events,avg_excess_vs_median_pct,avg_rvol,above_vwap_rate,horizon_min,avg_fwd_atr,median_fwd_atr,positive_rate,ci_low,ci_high
DEV,11:00,TOP10,4487,2.2670607732741384,2.239162016948161,0.8565382044998886,60,0.025965177570656035,-0.06635071090048823,0.4731446400713171,-0.032104283782696766,0.08812433748408194
DEV,11:00,TOP10,4487,2.2670607732741384,2.239162016948161,0.8565382044998886,120,0.020174382875063478,-0.11986301369862995,0.4682415868063294,-0.05676427207186532,0.10474467042014092
DEV,11:00,TOP20,8975,1.679513436860466,1.6914987278864353,0.8032750362036315,15,0.01700039652335478,0.0,0.4898050139275766,-0.005368989228952201,0.03781886278188646
DEV,11:00,TOP20,8975,1.679513436860466,1.6914987278864353,0.8032750362036315,30,0.024786863176835473,-0.013712047012720064,0.4820055710306407,-0.005102727899804269,0.053745243883610246
DEV,11:00,TOP20,8975,1.679513436860466,1.6914987278864353,0.8032750362036315,60,0.000706812621899724,-0.08533694547918255,0.46818941504178274,-0.04312217507247508,0.039128756601656045
DEV,11:00,TOP20,8975,1.679513436860466,1.6914987278864353,0.8032750362036315,120,0.0010310718850784645,-0.12485549132948437,0.4732033426183844,-0.05480338989975111,0.056576460982398366
DEV,12:00,TOP5,2251,3.1285595525928716,2.8004356380551694,0.8878048780487805,15,0.021796512108861087,-0.04172876304024772,0.4593513993780542,-0.028328047021326696,0.06846038155779051
DEV,12:00,TOP5,2241,3.1285595525928716,2.8004356380551694,0.8878048780487805,30,0.01688571334082035,-0.07061790668349155,0.4676483712628291,-0.04924981829856983,0.08460616626264861
DEV,12:00,TOP5,2241,3.1285595525928716,2.8004356380551694,0.8878048780487805,60,0.02446133672443,-0.06511627906970821,0.47523427041499333,-0.07473900701539696,0.11822876475962467
DEV,12:00,TOP5,2241,3.1285595525928716,2.8004356380551694,0.8878048780487805,120,0.1463643080228572,-0.06511627906978225,0.48326639892904955,0.02055306725676926,0.2742945582714971
DEV,12:00,TOP10,4506,2.4555514771146236,2.1342851668505975,0.8514412416851441,15,0.002462907505929733,-0.0318544212052797,0.4675987572126054,-0.03112541920595913,0.035594048301153924
DEV,12:00,TOP10,4486,2.4555514771146236,2.1342851668505975,0.8514412416851441,30,0.01777234937903854,-0.04852700884275835,0.47280427998216673,-0.02823048256829048,0.06630610587949198
DEV,12:00,TOP10,4486,2.4555514771146236,2.1342851668505975,0.8514412416851441,60,0.004332774502608458,-0.10145164301720141,0.46633972358448506,-0.061926473012425154,0.06928265192035823
DEV,12:00,TOP10,4486,2.4555514771146236,2.1342851668505975,0.8514412416851441,120,0.0816256857742451,-0.039405439595201916,0.48662505572893444,-0.010168700018565348,0.18118962268202682
DEV,12:00,TOP20,9012,1.8176648147851224,1.647420630188317,0.7976045247865143,15,-0.01877370808806117,-0.02358393854541514,0.46660008877052817,-0.04511287963748981,0.0034942892604365905
DEV,12:00,TOP20,8972,1.8176648147851224,1.647420630188317,0.7976045247865143,30,-0.005430889132222686,-0.030441401743655186,0.47525635309852876,-0.03962963527436735,0.029005916987343013
DEV,12:00,TOP20,8972,1.8176648147851224,1.647420630188317,0.7976045247865143,60,-0.028992933986028764,-0.09115639529127745,0.4712438698172091,-0.07606107497138154,0.018051526017206995
