split,snapshot_time,cohort,events,sessions,avg_excess_vs_median_pct,avg_rvol,above_vwap_rate,horizon_min,avg_fwd_atr,median_fwd_atr,positive_rate,ci_low,ci_high
DEV,10:30,PERSIST_2,3323,449,2.2885957245348334,2.165196553926266,0.8089076136021667,30,0.04470912498540356,0.0,0.48841408365934397,0.0025493907357701834,0.08268805972286386
DEV,10:30,PERSIST_2,3323,449,2.2885957245348334,2.165196553926266,0.8089076136021667,60,0.06747739183564391,0.0,0.49172434547096,0.012101265388728554,0.12234122164552984
DEV,10:30,PERSIST_2,3323,449,2.2885957245348334,2.165196553926266,0.8089076136021667,120,0.005548427367256509,-0.09247027741083218,0.4718627746012639,-0.07253939160216313,0.08172378829443074
DEV,10:30,PERSIST_2_CONFIRMED,1180,415,2.850800410317245,4.189968521953257,1.0,30,0.056662270214926445,-0.02362043008753028,0.47966101694915253,-0.015786019345284,0.12835094727075944
DEV,10:30,PERSIST_2_CONFIRMED,1180,415,2.850800410317245,4.189968521953257,1.0,60,0.10134006007462498,0.0,0.49915254237288137,0.010607829992730956,0.20102413182194984
DEV,10:30,PERSIST_2_CONFIRMED,1180,415,2.850800410317245,4.189968521953257,1.0,120,0.07064038414529403,-0.0066469504268486974,0.4906779661016949,-0.046986755077439296,0.19222206212010165
DEV,10:30,PERSIST_3,2767,449,2.378863543666405,2.2075609510695484,0.7889410914347669,30,0.05625979853858471,0.0,0.493314058547163,0.012576583974512594,0.09874561738946479
DEV,10:30,PERSIST_3,2767,449,2.378863543666405,2.2075609510695484,0.7889410914347669,60,0.08431434530074468,0.0,0.49475966750993855,0.02778731318734193,0.14123530203832516
DEV,10:30,PERSIST_3,2767,449,2.378863543666405,2.2075609510695484,0.7889410914347669,120,0.03335502767926788,-0.07276507276507238,0.4781351644380195,-0.04853595161892246,0.1142878320151114
DEV,10:30,PERSIST_3_CONFIRMED,964,393,3.007795078560051,4.306625917129636,1.0,30,0.07247729749050957,-0.0031688546853751026,0.483402489626556,-0.0019941409830056176,0.14970006928406734
DEV,10:30,PERSIST_3_CONFIRMED,964,393,3.007795078560051,4.306625917129636,1.0,60,0.122395109540845,0.037154524504203895,0.5072614107883817,0.021246484283416297,0.22697922916378527
DEV,10:30,PERSIST_3_CONFIRMED,964,393,3.007795078560051,4.306625917129636,1.0,120,0.11131198854651432,0.027105438769383733,0.5072614107883817,-0.022824394275542333,0.24963229073438295
DEV,11:00,PERSIST_1,4487,449,2.266647074794353,2.2394653057336367,0.8564742589703588,30,0.03945867779598813,0.0,0.48473367506128817,-0.0010497014875000645,0.0843105651030139
DEV,11:00,PERSIST_1,4487,449,2.266647074794353,2.2394653057336367,0.8564742589703588,60,0.02596517757065605,-0.06635071090048823,0.4731446400713171,-0.0314984287105286,0.08553176582890899
DEV,11:00,PERSIST_1,4487,449,2.266647074794353,2.2394653057336367,0.8564742589703588,120,0.02017438287506351,-0.11986301369862995,0.4682415868063294,-0.06307338041478242,0.10119016100743901
DEV,11:00,PERSIST_1_CONFIRMED,1646,425,2.726575713901863,4.331929127189598,1.0,30,0.09373077974385952,0.0,0.48724179829890646,0.0212314199847704,0.168762453052447
